LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,2ndFlrSF,LivingArea,GarageArea,TotalBsmtSF,BedroomAbvGr,BathroomAbvGr,GarageYrBlt,GarageCars,Fireplaces,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,CentralAir,Electrical,KitchenQual,LotSlope,LandContour,Foundation,RoofMatl,HouseAge,SalePrice
5698.9064310129825,1948,1970,595.4772083950354,3150.3181618776475,2291.0581033723574,3522.7715785274945,1.8705497831763152,1012.648065459356,206.02364756747832,3987.930030373056,5,1,1954,1,0,8,3,1,4,4,0,2,1,1,4,3,3,2,0,67,264604.6726220476
208569.7354070182,1939,1973,1058.6676154067025,1958.4811810664564,363.6979083578593,3424.6095071360155,1476.9641024416374,1992.2505048834855,657.7105597159843,741.1717448931497,1,0,1980,3,2,4,9,1,1,3,4,3,0,3,4,0,2,1,3,88,203849.49830809256
179192.99233905014,1969,1991,225.95766939703913,5265.105243074717,527.1524660096006,1207.0809403382957,353.4964960195337,3064.3462724804954,1098.705773116253,1072.3749745641815,0,3,1904,2,1,8,1,1,4,0,4,1,1,4,2,1,0,2,3,72,197196.95353227062
46676.86795194761,1996,2009,913.403866943162,5207.409167922561,494.7604781231903,1253.5671624613985,215.75614631067856,3459.1352326030706,478.33327510464215,1510.2376894725026,7,2,1951,3,2,7,1,4,3,2,4,1,1,1,4,0,0,0,3,71,408157.879256795
40155.9954921574,1973,1989,296.4325686133179,2835.386551922507,1851.3728971634425,3333.580887145977,490.47078902673417,4526.6199139716755,897.7454746137435,5949.601588260739,5,0,2008,0,0,4,5,4,3,3,3,4,0,3,4,1,3,2,3,132,301788.4557979058
40493.54375567881,2003,1951,445.82890098405824,1850.5772622390512,436.615444507476,1291.5517449811096,784.4945785963837,3817.3213533622875,71.20220622683813,2426.6017746512434,0,2,1912,0,2,8,8,4,3,4,3,2,0,2,2,1,1,0,3,65,223404.7731733016
66316.5673204532,1973,2004,349.93568051773315,4160.375344371271,155.71736246724305,2245.7312546676867,982.7465662321595,3565.289189787667,863.1206624305729,3659.8294537555716,3,1,1941,0,1,2,2,2,4,3,1,2,1,2,1,2,3,2,3,84,201962.85491028315
113440.44943980922,1890,1957,292.54044779010735,207.20785301842812,2332.6380441840283,3741.9639559383963,92.03713407158264,2519.7390018944916,216.46192564086073,1475.8265856946248,1,2,1914,3,1,9,4,4,1,1,0,3,0,1,2,3,3,2,3,48,302637.3703521561
93606.65048382014,1953,1997,1321.1375224970673,2679.5962701103676,57.9730059358684,3750.465073870391,2004.2339318754994,2848.975172768416,1177.767155012292,2996.7076987122514,6,2,1978,2,2,6,6,1,2,0,4,3,1,4,3,3,2,3,0,7,391715.89752825006
63535.667260321556,1894,1976,457.13210825742453,1898.2092372617624,1951.1301245311101,2309.314804667696,1478.6702053113875,2534.2765624030812,504.0273393571185,452.8681554982037,3,2,1917,2,0,7,1,3,1,2,2,4,1,1,1,3,1,2,0,1,300094.95005985355
132052.9636021725,1954,1971,1483.398050983119,5195.504535518819,853.4969418623249,3786.3637510035182,667.3957448947541,4804.217287565822,399.24337734858153,212.2745115854176,6,1,1949,1,3,1,4,1,4,1,1,4,0,3,3,2,3,0,2,27,360276.0340987502
31109.83802134134,1980,1986,1551.8824405523053,67.74508592702027,1966.0137139942565,3988.7137878311314,658.1098362943454,1554.8424021269063,1192.3805689768858,2863.9618488791216,0,1,1901,3,0,3,4,1,1,4,1,2,1,4,1,2,2,0,1,45,192175.1420441563
63731.311391976116,1946,1976,914.0167518993558,3120.0871585543623,1295.5934674692346,3187.5127240968063,926.2403644458686,364.36670462474825,71.10422471582687,2435.808246737498,1,3,1986,1,3,5,9,2,2,3,4,2,1,3,1,1,2,0,0,125,141621.0203923835
79591.52591186191,2000,2006,228.80179626516224,4180.305251540037,2106.2105520801374,1329.4798643600952,1293.195559005663,3791.206014476878,562.3912774561009,836.3387533170671,4,1,2006,1,0,7,9,1,1,0,1,4,0,4,2,3,1,1,1,20,340861.97910302965
98762.15562718057,1959,1978,599.2771894073301,2737.441521585689,2163.586816264568,1528.1433389202161,302.26038250621843,1408.669270754917,524.6650205353945,4201.244730705683,1,0,1912,1,2,1,6,2,2,3,4,1,0,4,2,2,1,0,2,31,114045.1201616605
169092.10294968702,1925,1952,1276.3716213571424,482.01470223840107,21.253351471892728,1706.0777552712686,390.1400654246265,5058.731143532468,403.84693068586313,6066.640329394506,1,2,2006,1,3,9,8,2,4,3,1,1,1,3,3,2,2,1,0,76,391714.6561405619
43970.287247241475,1960,1993,587.8251659153127,5488.57208531748,176.1628431191534,843.0323015045628,1774.7324135512827,4893.81791808293,1292.8676427780945,2417.402077511913,6,1,1967,0,0,5,4,3,3,3,0,1,1,1,2,2,1,0,2,20,410505.65024765796
111191.8994889888,1936,1962,139.227549284462,2923.6508746866966,584.8379922775184,1524.4296255722209,529.1664178309348,741.2688901949168,1064.816462006712,3816.0532654552803,4,0,1946,1,2,3,8,1,2,3,1,1,1,2,1,1,2,1,0,33,249619.16592120627
127898.99336581847,1947,1994,890.8558574851007,3466.4671629365002,1563.5208126251398,1247.0847795540149,785.1026708187416,898.7096559379225,90.64304682416919,5883.783007847008,2,1,1988,2,0,7,3,3,4,0,1,4,0,4,2,0,1,2,0,137,208433.43326322729
11226.453198263514,1931,1959,1352.1933623936557,1335.4256136011713,2075.003851050878,2318.322691665888,1799.1763722119917,2962.3708116453045,1013.4268032987649,5080.678681650408,2,2,1974,1,1,8,2,3,3,1,2,3,1,4,3,2,1,2,3,64,288509.64514229953
131132.33485133736,1964,1985,1273.482219429604,2728.8631923428006,1074.424398222697,4292.970833627331,1369.4002677106334,3567.7538939797346,747.7101707766299,2832.30408437941,2,0,1949,0,1,3,6,1,2,4,0,1,1,2,1,2,1,0,1,64,247766.1527632208
37741.0052319742,1920,1958,280.19702420856515,2422.1197326127685,1417.889199616684,789.3252204137493,705.6350308405864,1793.213455355734,1277.4306742614394,4506.060750050107,0,1,2005,4,0,7,5,1,3,1,0,4,1,1,3,2,0,1,2,87,189440.09240553319
15201.525420954233,1906,2003,1076.4233830599467,422.7121322591962,440.33565613043083,3472.92761256275,1411.8395619213418,4138.762280240259,443.7568853999723,782.9050959307018,1,1,1911,4,2,7,8,4,1,0,0,1,0,2,4,3,1,3,3,66,305021.21178512846
204076.8393110373,1973,2005,352.80682149703534,599.169035421905,1880.4025239476168,3329.1793332324105,40.64583976261931,3491.81423903737,814.1617154463886,3128.9545568838134,5,0,1912,4,0,4,1,4,4,4,1,2,1,1,2,3,0,3,0,42,347495.2764796384
207655.56546803334,1882,2004,349.13205528347555,4726.694900728364,2259.6784681217055,751.2967977749126,1519.1020929234692,2058.1663745453284,710.0709795827182,1705.0582935694122,4,3,1908,3,2,9,3,2,4,2,3,1,1,4,1,2,2,3,0,114,318480.7311662506
174054.51329248774,1970,1976,1398.5148372882963,1353.5438102539954,627.4471072884996,4354.570540579476,1005.6881236660345,468.6718585286112,694.1973650307449,984.7101330455442,5,0,1958,2,3,1,7,1,4,1,1,4,0,4,3,1,3,2,2,117,164692.29465448088
66395.96247234932,1981,1983,399.47032438436827,1100.3444843382708,1155.9134229388762,2811.4018569994196,1679.2211341424124,4315.797693132532,646.7574565154075,2604.576337215208,0,0,1944,0,1,1,4,2,4,0,4,2,0,3,2,0,3,2,1,3,221442.74031260837
22172.53076316423,1945,2000,421.1957544288179,2849.7202308557858,201.16723414288919,1919.1158211093118,1971.3267513933572,1473.912458199539,291.5825963047749,800.4989275893842,4,0,2001,4,3,5,5,3,2,0,2,2,1,1,2,3,3,1,2,22,316619.2127264599
147520.59776564792,1880,1950,1.0454252180792878,4338.808809410023,1306.143229497494,3630.9951468725467,1911.7533547062837,4763.386630299631,1071.5966700942129,4270.799010946107,5,0,1969,0,2,3,8,3,1,0,0,1,0,2,3,0,2,0,0,69,366811.5270075607
95360.5879121528,1874,1981,1393.0704546008283,349.6261508598078,1174.5021201538457,1455.5986677143212,1877.6323147352787,2564.9007003679867,639.9944944243114,2787.62666916588,7,1,2006,0,0,9,1,4,3,4,4,1,1,1,1,2,1,2,3,40,462664.66230120766
27379.570786329234,1956,1974,1268.1517011346155,3255.503898438316,337.40362698626126,3356.315869847864,1057.6309590034768,3397.1270654894106,1359.1760779536949,3245.293704970096,6,0,1942,3,1,5,1,2,4,3,4,2,1,1,3,3,0,0,2,119,320263.7419394958
107119.30569077843,1897,1978,1003.7262961450848,672.8237393921961,1032.6666738438232,507.0614425998534,743.6934656969071,4967.6118610109825,369.8263497593568,894.3569852624394,0,0,1973,4,2,7,7,1,4,2,3,3,0,1,2,0,2,3,3,89,337919.5184553512
8648.826962322171,1943,1956,1200.4252223021476,205.78617085979056,780.4684672742118,3992.1402279012073,960.2979455688393,4918.110888883112,968.1307645911443,854.0048492812513,0,2,1922,1,2,1,9,1,2,4,0,4,1,1,3,2,3,3,1,51,230335.21396683858
195621.76992423573,1919,1998,243.2777078791869,297.68686600355494,1218.9969247129222,2287.128551318906,1424.63524684209,2306.0259053928867,1333.9368189282557,3564.668309439358,7,1,1978,0,1,2,4,4,2,4,1,4,1,2,4,3,3,0,1,50,289557.1613211295
56601.28206792362,1988,1952,733.3177513401207,4708.022226728443,1368.088527561675,3108.70772077191,1825.4554092390006,1442.7822425303873,940.7839020368192,6018.409559237917,0,2,1944,4,0,4,8,4,2,1,0,4,1,3,2,2,3,1,3,130,148834.85773928463
142881.01216644596,1883,1969,561.9510197580494,665.8366975967795,19.845671626441412,1298.1544187175273,427.42671569524686,4448.475380583381,1235.4649830014655,588.0910635825036,4,1,1922,0,1,9,7,2,1,2,2,4,1,4,1,3,3,3,1,54,349080.6515618778
67912.65696030713,2004,1969,150.0424420112264,254.83430074297576,1777.7099761701613,3284.687239765516,1896.0688722234167,2632.789720720112,1173.3680009354346,1745.8190285369235,5,3,2003,3,0,5,2,4,3,0,0,4,1,2,4,0,0,1,3,118,324116.3242280759
112438.53612569817,1919,2002,777.8087763438785,2471.506963034597,1665.6013857890266,3699.423122342899,1683.347179017821,1353.3589018111938,510.64692056340743,5312.395202046493,5,3,2000,3,0,5,5,4,1,4,4,2,0,2,3,0,3,3,3,112,254560.17581996985
118131.98669565887,1908,1979,1473.1834405482166,4763.499155640788,855.6449981784359,2396.2630684422097,2021.3376713430546,5134.689717019433,850.9757468342061,441.5819948794977,3,1,1933,1,2,9,9,4,4,2,4,4,1,4,1,3,0,2,3,34,403075.2945457965
40803.39714580513,1915,1984,64.09459048111117,1481.03287690562,123.65834548875945,3026.0539350612994,1817.719911826684,1385.5370630316918,221.57857985250223,5351.661757552072,0,3,1915,3,0,8,9,3,2,1,1,3,1,3,4,1,3,3,1,67,230375.31306916336
208500.23495328616,1886,1984,466.33746159007023,2380.146013316272,1763.5224129378776,2322.668376018013,578.0705858137873,470.98444875905454,759.3757016623601,3203.38735841973,2,3,1962,4,0,2,3,2,4,3,1,3,0,2,3,2,2,1,3,91,187387.336930428
166945.8843522702,1914,1998,332.0654979291255,225.3227737898119,2231.2891748769175,4230.450187225691,218.7989569254585,441.6461007574652,326.73835603273017,2494.509988690462,1,1,2008,3,1,7,3,1,3,2,1,1,0,4,4,0,0,2,1,58,193252.90026441123
202070.92381226723,1958,1988,381.0346458651141,2534.5991337772393,560.9941283074252,2503.7138886814028,231.77781366263048,3637.2499120592347,1054.6188036025678,1892.1482481873952,6,0,1950,1,1,1,2,1,3,0,2,1,0,3,2,1,0,3,3,12,328713.39790408406
192524.60478638855,1941,1976,1453.4952830070004,3260.0482271159826,755.7534976897205,4002.6023539475927,601.3761528641402,3846.1712222886513,748.7868422430327,1815.385836161114,6,2,2004,2,0,9,7,2,1,4,0,1,0,3,1,3,2,2,3,61,400584.3491759462
129071.22547192889,1917,1975,748.9104867748642,3222.199411377105,429.3869098295197,3826.292269941743,1268.2893900280735,1985.0093704424708,583.1204002116946,1868.4537787663153,3,1,2010,0,2,3,6,4,1,3,3,1,0,1,4,0,3,2,1,93,202534.46277192826
198304.52402444006,1979,1963,746.0790607037101,1876.216250632117,1347.7227841335455,2122.980011436138,1660.9214733906613,2032.6183309234125,381.1542823647742,5406.146824666796,3,1,1931,0,1,2,5,4,2,1,0,2,0,2,2,0,3,3,3,2,259953.20185769716
20210.847688495196,1994,1966,1216.9210279284516,1780.8692716627368,361.70949789645476,1336.7082155148762,1856.9518839169311,2136.033701138176,1416.1544472509447,4422.388856367939,4,1,1937,4,3,4,7,1,2,0,1,3,0,3,3,2,1,0,3,20,328955.34621429147
43181.537698971326,1892,1967,247.18752640788128,601.7837052781584,832.0690519257823,2103.7059336954817,1288.0507387224657,3944.281566196128,101.68551861483455,4092.00757784833,3,2,2003,1,2,4,4,3,4,3,2,2,0,2,2,1,1,0,1,103,286614.43795230513
10965.071640181985,1978,1994,779.6245665600812,2070.2097217275386,1628.2224005504384,3934.6553236284094,11.628660824730952,642.5741627704061,61.769045051691585,4880.357300096724,5,1,1955,1,1,3,5,2,2,1,0,3,1,4,3,2,0,1,0,64,249859.1540526408
70823.09168410959,1951,2001,687.9763425936956,561.5479111190125,1308.4309363098378,1326.022591100912,384.7441435107717,5265.749600085556,308.0709939002999,1570.9705909553259,4,2,2009,1,1,2,9,4,2,0,4,2,1,2,1,3,1,1,2,12,300425.02911783115
84360.3368066423,1918,1978,955.0571048746498,4326.667511954819,902.7765502700568,2619.4935952480714,205.9346109572048,1515.1417024938858,1376.9807463342484,3776.2415818195273,4,2,1968,0,3,5,9,3,4,4,0,3,0,3,2,0,2,3,1,76,287201.0852737663
59287.28809008156,1988,1969,1599.2923252007017,5453.652136490761,981.7030698224179,3846.9696276129375,750.2650420500057,5640.265373425025,1388.559722677738,2811.0047200330805,6,3,1916,3,0,4,4,3,3,1,4,1,1,4,2,1,2,2,3,108,381416.24182746833
178401.2057057673,1995,2002,1231.1182305312752,5475.100233426893,1313.091021807864,1874.4548366094748,1035.2898018536853,1244.4424586223886,928.6875279068888,4780.718391073182,6,0,1985,0,1,5,6,4,2,3,0,3,1,4,3,2,2,2,2,95,287435.50045237
77538.18591442003,1896,1976,636.5851248278835,4882.461284874723,13.700004344408804,3132.749598057755,89.61517376472815,4429.3685954141,1247.991254098682,1889.5548349917744,2,3,1938,0,3,8,2,2,2,0,0,1,1,1,4,1,0,0,2,92,332095.056597244
61335.704720193266,1907,1967,1324.084883638475,3390.8708908728104,183.39905270763262,1404.4623997047338,719.6070200180283,1519.8737884864497,303.39773433224786,3929.821349075063,0,1,1940,0,3,2,3,2,4,2,0,3,1,4,3,3,2,0,3,44,102881.06927303658
117274.1529709177,1922,1953,273.1333812999683,3955.6859952444584,2058.618846294395,810.239822914441,370.0060281012911,763.1348231223922,1378.3556895424522,5390.317836203785,7,1,1947,3,1,9,9,1,4,0,1,2,1,3,4,0,0,2,3,61,405113.0363364585
31415.506877106778,1886,1950,48.7418980943362,1609.701550328257,181.92531851725522,3795.926452954668,1336.1998933245748,4978.146085653244,202.46891749790268,2457.1394095510145,7,2,1981,2,2,1,6,1,4,3,4,4,0,1,3,1,0,2,0,29,405630.38865092164
172729.49478713828,1939,1999,327.1173959428369,3560.068251454271,1651.09320074774,765.3052608151443,958.7224426547622,4892.2516837852545,143.39551684159144,407.06095381518946,3,3,1927,4,1,8,8,2,4,3,2,3,0,3,1,3,2,1,3,13,488306.2945777985
17231.472554367025,1892,1950,544.6584897828154,2571.6860570386684,2149.209151358747,1516.6801197568295,1022.8309409185216,2476.151643122484,159.11596265263296,3153.070524508354,0,2,1976,2,3,5,5,4,4,2,3,2,1,3,4,3,2,2,2,9,243057.92279637328
212197.73835153054,1890,2007,816.9292119352958,2720.505865701007,632.3168996488439,4060.566861064844,883.1835422890971,4062.3187246045854,812.6953952004967,2113.8919005009284,0,3,1949,2,1,2,2,2,2,3,4,4,0,1,2,0,0,2,3,5,242805.70629203157
166328.7071986957,1905,1975,984.2066248659197,4276.890906757391,865.4679969710253,1843.9131530888317,1974.1807021547609,3290.905970686232,1107.4217002181983,4107.2970751432385,0,3,2005,0,2,8,7,1,1,0,1,2,1,1,4,2,2,3,2,118,212568.15515823165
43765.54114385264,1949,1994,1456.9691475430748,1591.1471989908882,1329.0004040532572,4574.531633182714,443.42803337602805,4861.491051380259,519.9340582262297,5810.811170213983,4,3,1900,2,0,5,6,1,1,1,4,4,1,2,3,0,1,2,1,18,329111.76635879674
2480.0764293138327,1996,1969,815.7664152807323,1795.0155684038702,2059.672153075734,4603.682230944481,1066.9116965776004,2006.3170851434177,1386.6565106807275,2967.0668229607354,0,3,1949,0,0,3,2,1,1,0,2,1,1,3,3,0,0,0,1,11,158696.2064099854
175564.10726079805,1988,2001,802.041031401167,5218.678269130025,2200.2914518403413,1503.1468971366,1519.8758656744187,3113.6530991946133,616.0077558517912,2848.422306250312,3,3,1918,0,1,7,6,2,2,3,4,3,0,2,4,1,3,0,2,116,262952.5480239661
152355.41438023577,1923,1972,80.3888157167714,317.32992013888736,1727.6197475879221,512.5830925650225,1149.8837131228718,2910.356546353754,213.3360449964207,3999.513129169822,4,0,1997,4,1,4,8,2,3,2,1,2,1,4,2,1,0,1,1,102,320952.94503035065
157088.831810359,1898,1959,55.858484249958096,2740.919980244893,202.34376135656524,3406.665792567042,1918.4281290051943,2212.532125771406,660.7408489279419,632.3697469566986,3,1,1958,1,3,6,1,4,2,2,1,3,1,4,1,2,2,1,0,113,206653.96620592574
166120.4730867866,1906,2008,881.8559390661953,5151.847717501972,1563.1441073294116,2299.399178541482,780.5046543992518,5065.843482665224,962.8747005690198,1548.9228143318394,4,3,1967,0,2,8,4,1,1,4,3,1,1,2,2,3,2,3,2,81,364526.9995610718
17123.34207557511,2007,1960,701.0857811973513,3444.888816125678,958.4694942945385,773.0808939758335,957.4905389216126,1214.4800241087382,1180.096156755209,5614.963678807435,7,3,2006,2,3,1,1,3,1,2,2,1,0,1,4,1,0,1,2,8,309237.9112749965
77904.12618991105,1977,1990,1342.6886319684777,3083.9215268532735,1099.55753481112,3417.3844451063105,182.7985809184142,1127.5918585758552,650.5334351584487,4093.349367652612,1,2,1966,4,3,2,2,3,4,2,3,3,1,4,3,2,0,2,3,133,186638.6387404928
26061.21802052022,1873,1990,257.0873355389523,1409.5561475704808,114.81063984633357,469.8602539097527,1257.5831643222323,3396.235813493164,841.7344793377194,82.1431087386733,1,1,1940,2,0,8,1,4,4,3,0,2,0,1,2,0,3,2,0,128,221544.92402105976
185745.20210961433,1948,1954,39.95465938727936,1937.446860279746,446.3211575130927,4126.317177165191,595.157714845339,3823.9793727600722,379.0948018412541,1250.2616373356113,7,1,1909,1,3,7,6,4,4,1,1,2,1,2,3,3,3,3,3,92,416263.827702965
134498.80970304913,2003,2007,718.4620286882014,4808.961258801687,1846.6397871986012,938.2477218757776,331.0381665996497,1367.039001954792,915.9096344430188,4172.135695436573,1,1,1927,3,3,9,6,1,2,1,3,2,1,1,3,0,0,0,0,98,251019.72619991103
72012.90791101113,1961,1950,379.965690803612,3156.2271357011778,1060.4478339998004,888.8251675782276,1124.4571198478093,2407.928183487545,1398.1082165215873,4670.479127657329,1,3,1933,1,0,2,1,2,3,3,1,3,1,3,2,3,2,2,0,98,164795.60496026225
14882.41945612325,1960,1966,79.38299734213992,2905.2049415632655,704.6829964503637,1099.5798745470913,1099.2206938795155,5358.360878531172,69.55796592949169,5131.5419890383955,7,2,1938,4,0,8,4,2,3,2,1,2,0,4,4,1,0,2,0,29,448010.3310514684
67756.92215063701,1965,1971,1159.3572589562064,562.0279032199232,897.0685567821423,4518.840790308426,156.67493912765818,1643.0452796420975,1257.100491059928,1785.2002686642943,4,1,2010,1,2,6,4,3,4,0,0,2,1,1,2,0,1,3,2,34,326885.24906457536
70791.67591711585,1878,1983,178.54879993159597,90.4629150327149,1995.8772631287889,3354.832071986261,1441.8149114660862,3881.6586068391275,797.3165889243473,5688.584723255907,0,2,1982,1,2,1,8,1,3,1,1,4,1,1,1,0,1,0,1,62,197955.2620909101
157216.8403108443,1966,2005,973.3112000124347,5439.039204949705,1749.6617046579793,3826.3771515505287,1288.0895736940113,4262.712981746812,357.4758992593413,3378.5055197609227,7,0,2005,4,2,4,6,3,1,3,3,2,1,3,3,3,2,1,1,27,392754.72930578934
137546.03162860905,1979,1994,449.67960026702264,2127.7099281669343,636.1287678150094,2066.8932678233377,390.3206888715167,2712.667136761067,1354.0336087931278,4255.853426790026,2,0,1955,4,1,2,2,3,1,0,2,1,1,1,3,2,0,2,3,31,279670.3965835039
190897.363088561,1945,1990,277.5936805680352,3404.5345224896023,274.48429873610405,1799.6508664665962,969.3829903481005,5310.387937719866,685.3964017375187,3646.0744515852375,6,2,1951,2,0,7,5,1,4,2,4,2,1,2,4,3,0,0,3,68,451190.2330993784
102212.32950710856,1910,1978,607.602436670908,449.91187306903646,588.6678457605515,1355.8813015610544,1487.4668225282262,4244.17395054134,470.3367768728608,749.941734061931,5,3,2009,0,1,9,4,4,4,3,3,3,1,2,3,1,1,3,1,109,407423.70664574736
26857.290357015074,1942,1953,1282.313241956726,3855.497028620875,2150.887069663858,2428.664107385478,1093.284804217736,2764.663669901646,257.3636368880527,5884.630568841616,2,1,1999,3,1,6,4,3,4,1,0,3,0,2,3,2,0,3,1,96,271871.15289797174
153720.41102955403,1927,1954,627.3497230473163,5263.406503936443,1358.5915252170284,2738.869620741906,816.6849423190724,3356.0312510275066,346.6332341439468,750.7697931532728,1,0,2006,3,2,4,8,4,3,0,4,2,1,4,3,0,2,0,0,131,240467.67005413474
163879.76488943098,1913,1960,1201.2314387376891,3249.0546879174367,1246.2097676278127,3087.274768638708,665.6289159371486,4010.3921577004344,1180.9799409766656,1557.328753672332,0,0,1902,3,0,5,5,2,2,0,1,3,0,1,2,0,2,3,3,14,274524.98447036464
121244.93712060135,1907,2005,200.7780748786411,711.7948794868172,1393.1754488815902,1454.5224404263106,1260.4633346199707,3477.3454777182906,871.2333932117411,4971.266348162409,3,2,1922,1,1,1,3,3,4,1,3,3,1,4,3,0,3,1,3,19,274852.0675381825
166055.6863562897,1955,2000,1236.4342714641266,3283.2363010603026,855.0420287838597,4468.234484575233,1939.2594620106468,4998.126774948811,1294.9822884344321,3779.62743477173,0,3,1916,4,3,4,4,1,3,0,4,2,0,4,2,1,2,0,3,19,298905.84308847855
106824.11894307031,1989,1970,379.09331985063784,4325.263670762658,1885.4019994663818,1073.807535186698,1387.1530955860032,2228.3650193843696,328.9312651597403,5121.091400449541,3,2,1970,4,3,3,1,4,4,1,3,4,1,1,4,0,0,1,3,98,235979.43887857336
113008.00563893213,1878,1984,1083.8290078221964,2293.8149324237615,1222.3966783653837,4542.316535632025,154.35029100899152,1925.7935082162126,171.7744977177423,3151.148110965414,2,2,1925,4,0,9,6,2,2,3,1,4,0,1,1,0,0,3,1,67,318494.51350488834
92665.51562322206,1925,1961,905.2504877455941,4965.804249381645,272.7231008679064,398.7429818877015,951.3144702406063,1469.056825440863,8.632118923386628,2303.428668090139,0,2,2006,0,1,6,4,2,4,4,3,4,1,2,3,2,1,1,1,17,151587.41710323704
6732.067385213142,2000,1975,1486.6315475386998,3661.1665887489653,301.49613160069106,2430.745764937813,1839.551831569446,534.551994486871,720.1483693394792,5632.4760022369655,0,2,1917,4,2,4,6,3,1,2,0,4,0,4,1,1,1,1,2,32,239531.62392317067
24356.397948469163,1991,2000,619.7160287605025,5075.360894824259,1254.1029662301164,1786.8170385119806,195.0649092792444,562.3181229293338,1415.5992272816593,221.50166001539654,5,2,2009,4,1,3,2,2,4,3,4,1,1,4,2,0,2,1,2,124,303994.07668863266
8016.416981255109,1977,1968,105.86430213510471,3519.0639766799713,2187.82802941348,2291.279837908033,2042.028345564027,4952.252965024073,985.4607511848301,5230.95564635711,7,3,1945,1,3,4,5,1,1,2,4,2,0,1,4,2,3,1,1,63,386447.4695667293
137300.90488706986,1918,1994,30.648776882004647,740.9893139952279,720.3105562356003,2820.9562351982786,1959.828297877795,3934.910821122556,437.3035314065771,1410.2966674973457,2,2,1969,2,3,8,9,3,1,2,4,3,1,4,4,0,0,0,0,68,292869.26048580086
68477.87315601102,1994,2009,1322.9736975564049,1747.9000174776875,2031.248170455134,2232.297550619386,161.63680270719365,3840.1060611368684,1243.3854707311116,5185.778962576743,0,3,1930,3,2,5,8,2,3,1,3,3,1,3,2,2,3,3,1,44,288143.5875284453
109981.55670189699,1990,1956,839.5770202582914,1138.930687936867,1784.9272902482621,2141.902573614351,1927.498506728331,3596.524082906375,1108.482173170927,850.491307977171,3,1,1992,1,0,1,3,1,3,4,1,2,1,1,1,0,0,3,0,109,212973.34669579082
